phone,school,region
+18587560184,Diegueno Country School,California Private
+15595910194,Dinuba Jr Academy,California Private
+18058076911,Discovery Christian Academy,California Private
+17145720522,Discovery Depot,California Private
+16263396311,Discovery Montessori Preschool Kindergarten,California Private
+18188819707,Discovery School,California Private
+13102656650,Discovery World Education Center,California Private
+19095985540,Discovery World Montessori,California Private
+14158749631,Donum Dei Classical Academy,California Private
+19095992299,Dove Day School- Educational Programs- Inc.,California Private
+15629277300,Downey Christian School,California Private
+19515999011,Dp Christian School,California Private
+17608943138,Duc Learning Center,California Private
+18056886471,Dunn School,California Private
+17145833555,E3 Academy,California Private
+18053462679,Eagles Christian Academy,California Private
+15102368702,East Bay Montessori,California Private
+16269604751,East Valley Adventist School,California Private
+14082702525,East Valley Christian School,California Private
+16194214156,Eastlake Community Church Preschool,California Private
+17142534556,Eastside Christian,California Private
+13107379393,Ecf Kayne Eras Center,California Private
+13108382442,Echo Horizon,California Private
+15302652057,Echo Ridge Christian School,California Private
+15108090602,Ecole Bilingue De Berkeley,California Private
+13102797602,Ecole Claire Fontaine,California Private
+14154210069,Ecole Notre Dame Des Victoires School,California Private
+14159411467,Edgewood Center For Children & Families,California Private
+17145474755,Edgewood Preprimary Academy,California Private
+16505936824,Edison Learning Corp.,California Private
+15623771300,Educare Preschool,California Private
+16265079300,Ef Academy,California Private
+18183637803,Egremont Schools,California Private
+15104751762,Eiffel Tower Montessori Preschool And K,California Private
+16194426544,El Cajon Seventh-Day Adventist Christian School,California Private
+15306223560,El Dorado Adventist School,California Private
+19164828656,El Rancho School,California Private
+15102232242,El Sobrante Christian School,California Private
+16617246270,Elevate Christian Academy,California Private
+19094440876,Elite Open School,California Private
+17073654496,Elk Grove Montessori School,California Private
+18182363603,Elliott Institute,California Private
+15107861289,Elmhurst Learning Center,California Private
+18187833663,Emek Hebrew Academy,California Private
+15597413041,Emmanuel Christian Academy,California Private
+16262893664,Emmaus Lutheran School,California Private
+13104283582,Empowered Church International/ Learning Academy,California Private
+16267929280,Enchanted Castle Pasadena Montessori School,California Private
+17609421111,Encinitas Country Day School,California Private
+18187889442,Encino Presbyterian Childrens Center,California Private
+15107351501,Encompass Four Corners School,California Private
+13108851469,Epiphany Academy Nonpublic School,California Private
+16267581094,Epiphany Catholic School,California Private
+16502740700,Episcopal Day School Of St. Matthew,California Private
+17607461800,Escondido Adventist Academy,California Private
+15106533324,Escuela Bilingue Internacional,California Private
+15106527094,Escuela Bilingue International,California Private
+13239036049,Escuela Plus Elementary,California Private
+14156480380,Eureka Learning Center,California Private
+18056879031,Eureka School Of Santa Barbara,California Private
+19095917574,"Everbrook Academy, Learning Care Group",California Private
+17146859567,Evergreen Christian School,California Private
+14082389001,Evergreen Montessori School - Ar,California Private
+14082387001,"Evergreen Montessori School, Yb",California Private
+17322755837,Everlasting Elementary School,California Private
+13239446423,Everyday Ibaadah Llc; Everyday Ibaadah Academy,California Private
+16266236339,Excelsior School,California Private
+17143892400,Expanding Montessori,California Private
+19517089200,Expectations Academy,California Private
+18185167603,Fair Oaks School,California Private
+17074272665,Fairfield Christian School,California Private
+17142342781,Fairmont Private School,California Private
+15592262347,Fairmont Private School,California Private
+17148324867,"Fairmont Private School, North Tustin Campus",California Private
+17146933812,Fairmont Private Schools Anaheim Hills,California Private
+19494434050,Fairmont San Juan Capistrano,California Private
+17603551114,Faith Academy,California Private
+15592267784,Faith Baptist Academy,California Private
+15599359209,Faith Christian Academy,California Private
+19167255707,Faith Christian Academy,California Private
+15306743922,Faith Christian Elementary School,California Private
+15306745474,Faith Christian High School,California Private
+15305338848,Feather River Adventist School,California Private
+15628652424,Fecc Children Academy,California Private
+19257085087,Field Middle School,California Private
+16267982865,Firehouse Preschool,California Private
+18054952531,First Baptist Academy,California Private
+15624328447,First Baptist Church School,California Private
+15592273222,First Church Of God Early Enrichment Center,California Private
+15105310320,First Covenant Treehouse Preschool & Tk,California Private
+13103209920,First Lutheran School,California Private
+17607575120,First Presbyterian Church Preschool,California Private
+18187908844,Flintridge Montessori Pre School & Elec. Inc,California Private
+18187901178,Flintridge Preparatory School,California Private
+16266858300,Flintridge Sacred Heart Academy,California Private
+19167908599,Folsom Educational Academy,California Private
+19163519448,Folsom Lake Montessori Academy,California Private
+19163530185,Folsom Preparatory School,California Private
+14082632568,Foothill Adventst School,California Private
+15597088370,Foothill Christian Academy,California Private
+16269141849,Foothill Christian School,California Private
+19096265681,Foothill Country Day School,California Private
+17147311728,Foothill Montessori School,California Private
+16265316855,Foothill Oaks Academy,California Private
+16262829936,Foothill Preparatory School,California Private
+18189520129,Foothill Progressive Montessori School,California Private
+17079633546,Foothills Adventist Elementary School,California Private
+16193038035,Foothills Christian High School,California Private
+15302691540,Forest Lake Christian School,California Private
+19098225450,Fountain Of Truth Christian Academy,California Private
+17145938333,Fountain Valley Montessori Center,California Private
+14088776655,Fountainhead Montessori Adult Education,California Private
+19258201343,Fountainhead Montessori School - Danville,California Private
+18585697900,Francis Parker School,California Private
+16192989110,Francis W Parker School,California Private
+19258990423,Franklin Academy,California Private
+16197971090,Fred Finch Youth Center Nonpublic School,California Private
+15105299478,Fred Finch-Oakland Hills Academy,California Private
+13235654199,Frederick Kc Price Iii School,California Private
+16617466441,Free Will Christian Academy,California Private
+15107442267,Fremont Christian School,California Private
+14152315733,French American Intnl School Preschool,California Private
+14087460460,French American School Of Silicon Valley,California Private
+15592515548,Fresno Adventist Academy,California Private
+15592991695,Fresno Christian Schools,California Private
+16263651068,Friends Western School,California Private
+18558743988,Frohlich Intl Preparatory Academy,California Private
+13106772771,From The Heart Preschool & Enrichment Center,California Private
+17149306638,Frontiers Academy,California Private
+18052929658,Fusion Academy,California Private
+14083540743,Fusion Academy Los Gatos,California Private
+13104452516,Fusion Academy - Los Angeles,California Private
+16508570634,Fusion Academy - Palo Alto,California Private
+18586779279,Fusion Academy - San Diego,California Private
+19496164589,Fusion Academy - San Mateo,California Private
+15102924104,Fusion Academy Berkeley,California Private
+14086635260,Fusion Academy Cupertino,California Private
+13104092982,Fusion Academy Manhattan Beach,California Private
+14154721421,Fusion Academy Marin,California Private
+13236920603,Fusion Academy Miracle Mile,California Private
+19497167384,Fusion Academy Mv: Mission Viejo,California Private
+19496300335,Fusion Academy Newport Beach,California Private
+14157659078,Fusion Academy San Francisco,California Private
+13103765139,Fusion Academy Sb: South Bay,California Private
+18587922300,Fusion Academy Slb: Solana Beach,California Private
+18187129521,Fusion Academy Warner Center,California Private
+18058521695,Fusion Academy Westlake Village,California Private
+19252960053,Fusion Academy--Walnut Creek,California Private
+16572002300,Fusion Academy-Huntington Beach,California Private
+13106518284,Fusion Palos Verdes,California Private
+18585496290,Fusion San Diego Scripps Ranch,California Private
+17143090946,Future Minds Montessori,California Private
+17079548177,Galt Adventist School,California Private
+18187581818,Gan Israel Preschool,California Private
+13105560663,Gaon Academy,California Private
+16613275427,Garces Memorial High School,California Private
+19167499019,Gates Of Learning Center,California Private
+18314230341,Gateway School,California Private
+13107949877,Geffen Academy At Ucla,California Private
+16506667726,Genius Learning,California Private
+16502540748,German Intl School Of Silicon Valley,California Private
+15624224206,Gethsemane Baptist Christian School,California Private
+19169330100,Ghs Academy- Golden Hills School,California Private
+16504948200,Gideon Hausner Jewish Day School,California Private
+19169418451,Gift Of Kids Inc,California Private
+13106592456,Gindi Maimonides Academy,California Private
+18182448671,Glendale Adventist Academy,California Private
+18182409415,Glendale Montessori School,California Private
+18183651513,Glenoaks Christian Schools,California Private
+17146814078,Glory Heights Christian Academy,California Private
+14159128666,Golden Bridges School,California Private
+15104680060,Golden Harvest Montessori School,California Private
+19256340493,Golden Hills Christian School,California Private
+15102063559,Golestan School,California Private
+18586931522,Good Shepherd Catholic School,California Private
+13102758601,Good Shepherd Catholic School,California Private
+16503594544,Good Shepherd Elementary School,California Private
+13232552786,Good Shepherd Lutheran School,California Private
+14158972510,Good Shepherd Lutheran School,California Private
+18055262482,Good Shepherd Lutheran School,California Private
+17074452214,Gospel Outreach School,California Private
+17075361415,Grace Christian Academy,California Private
+18585688696,Grace Christian School,California Private
+17147615200,Grace Christian School,California Private
+15597347694,Grace Christian School,California Private
+17607473029,Grace Christian School (Changed The Name 6/15),California Private
+19512295847,Grace Christian School Of Wildomar,California Private
+18189095723,Grace Community School,California Private
+18055270101,Grace Elementary School,California Private
+16262811009,Grace Garden Preschool,California Private
+17145445520,Grace Harbor School,California Private
+19517372187,Grace Lutheran Kindergarten,California Private
+17148991600,Grace Lutheran School & Preschool,California Private
+14089801161,Granada Islamic School,California Private
+16262845006,Granada Park Umc Nursery School And Kindergarten,California Private
+18183687254,Granada Preparatory School,California Private
+15108364313,Grand Lake Montessori,California Private
+17609446777,Grauer School The,California Private
+16612543097,Great Beginnings For Little Kids,California Private
+17143899500,Great Foundations Montessori,California Private
+16196565795,Green Hill Bilingual Learnind Academy,California Private
+17078291366,Greenacre Homes,California Private
+15596258385,Greenhouse Montessori School,California Private
+19516868134,Growing Place,California Private
+13104543731,Groza Academy,California Private
+18184855000,Guardian Angel Elementary,California Private
+17146037811,Guide Academy,California Private
+19493409739,Guidepost Montessori At Alicia,California Private
+15102503792,Guidepost Montessori At Emeryville,California Private
+16618884572,Guidepost Montessori At Plum Canyon,California Private
+19254632885,"Hacienda Child Development Center, Pleasanton",California Private
+19254855750,Hacienda School,California Private
+15626990539,Hadley School,California Private
+15595849207,Hanford Christian School,California Private
+15626958872,Hangui Yu Inc Dba Santa Fe Kids Company Of Califor,California Private
+17079332560,Hanna Academy,California Private
+13108355665,Harbor Christian Schools,California Private
+19496401410,Harbor Day School,California Private
+14083459617,Harker,California Private
+13107102621,Harkham Hillel Hebrew Academy,California Private
+13145403290,Harper School,California Private
+16267945620,Harriet Tubman Preschool & Elementary,California Private
+13237701665,Harvard-Westlake,California Private
+17077632954,Harvest Christian School,California Private
+13106448841,Hawthorne Academy,California Private
+18185224172,Haykazunyadz Childcare Center Inc.,California Private
+15102281592,Head Royce School,California Private
+14159442254,Headlands Preparatory School,California Private
+16504241155,Headsup Child Development Center Palo Alto,California Private
+16194617220,Heartland Christian,California Private
+17148980051,Hebrew Academy,California Private
+17149219070,Heights Christian-Chino Hills,California Private
+14084751024,Helios School,California Private
+17146370887,Hephatha Lutheran School,California Private
+16506410280,Heritage Academy,California Private
+19257782234,Heritage Baptist Academy,California Private
+18056461296,Heritage Christian,California Private
+15595280611,Heritage Christian Academy,California Private
+18188945742,Heritage Christian School,California Private
+18183687071,Heritage Christian School,California Private
+15628063761,Heritage Christian School - Bell Gardens,California Private
+16618714545,Heritage Christian Schools,California Private
+15622987801,Heritage Montessori Elementary School,California Private
+19493050086,Heritage Montessori School,California Private
+17145241350,Heritage Oak Private Education,California Private
+16218230885,Heritage Oak School,California Private
+17602446164,Hesperia Christian School,California Private
+13105334830,Hickory Tree School,California Private
+18585099101,High Bluff Academy,California Private
+16267988989,High Point Academy,California Private
+19099893009,Highland Avenue Christian School,California Private
+18183491394,Highland Hall Waldorf School,California Private
+16508734090,Highlands Christian Schools,California Private
+18188848261,Hill Point Montessori Preparatory School,California Private
+14083566116,Hillbrook School,California Private
+18054977501,Hillcrest Christian School,California Private
+16507564737,Hilldale School,California Private
+16263300060,Hillside Baptist Academy,California Private
+16505886860,Hillside Christian Academy,California Private
+19498588818,Hillside Montessori School,California Private
+18312291955,Hillsview Christian Academic School,California Private
+19252617556,Hilltop Christian School,California Private
+14159310400,Hillwood Academic Day School,California Private
+13234326702,Hoggs Hollow,California Private
+19252540199,Holden High School,California Private
+18316303038,Hollister Montessori School,California Private
+18316375570,Hollister Sda Christian Scho,California Private
+13236728034,Hollywood Preschool & Kindergarten,California Private
+13234651320,Hollywood Schoolhouse,California Private
+16507550220,Holy Angels School,California Private
+16264476312,Holy Angels School,California Private
+19166242123,Holy Cross Lutheran Academy,California Private
+14154251941,Holy Cross School,California Private
+18056431500,Holy Cross School @ San Buenaventura Mission,California Private
+17145386012,Holy Family Catholic School,California Private
+16267994354,Holy Family Catholic School,California Private
+18182439239,Holy Family Grade School,California Private
+16502698319,Holy Family School,California Private
+14089781355,Holy Family School,California Private
+18188927991,Holy Martyrs Armenian Elementary,California Private
+18187846228,Holy Martyrs Armenian Ferrahian School,California Private
+14157314077,Holy Name Elementary School,California Private
+13237312255,Holy Name Of Jesus School,California Private
+19095420449,Holy Name Of Mary Elementary School,California Private
+15104501110,Holy Names High School,California Private
+19098861088,Holy Rosary Academy,California Private
+15306623494,Holy Rosary Catholic School,California Private
+19257571270,Holy Rosary Elementary School,California Private
+12139269419,Holy Spirit Elementary School,California Private
+19164885663,Holy Spirit Parish School,California Private
+15107933553,Holy Spirit School,California Private
+17074225016,Holy Spirit School,California Private
+14082680794,Holy Spirit School,California Private
+16194447529,Holy Trinity Elementary School,California Private
+13108330703,Holy Trinity School,California Private
+15306773591,Holy Trinity School,California Private
+18054921232,Honey Tree Early Childhood Center,California Private
+19256877555,Hope Academy For Dyslexics,California Private
+15305184092,Hope Academy For Personalized Education,California Private
+16263355315,Hope Lutheran Elementary School,California Private
+16505658391,Hope Technology School,California Private
+18583818888,Horizon Prep,California Private
+12098832874,Hughson Christian School,California Private
+18586926048,Human Factor Leadership Academy,California Private
+15625910118,Huntington Academy,California Private
+14158242052,Ica Cristo Rey Academy,California Private
+19093929692,Icc Community School,California Private
+18182570244,Ideal Academy For Exceptional Learners,California Private
+19516592171,Idyllwild Arts Academy,California Private
+16467061513,Idyllwild Montessori School,California Private
+18187072365,Ilan Ramon Day School,California Private
+15106328230,Ile Omode,California Private
+15109361572,Ilm Academy,California Private
+16504608940,Imagination Lab School,California Private
+16263585129,Immaculate Conception Catholic School,California Private
+12133825931,Immaculate Conception School,California Private
+13234613651,Immaculate Heart Middle And High School,California Private
+13236634611,Immaculate Heart Of Mary School,California Private
+16505934260,Immaculate Heart Of Mary School,California Private
+17604466114,Immanuel Christian School,California Private
+19514721847,Immanuel House Institute Of Higher Learning,California Private
+18182412269,Incarnation Parish School,California Private
+17149707009,Independence Christian School,California Private
+14306729462,Independent Trails,California Private
+19092373451,Indigenous Learning,California Private
+13106745011,Inglewood Avenue Preschool Academy,California Private
+13103395188,Inglewood College Preparatory,California Private
+17074683847,Instilling Goodness Developing Virtue School,California Private
+18774274905,Integrity Christian School,California Private
+15102764222,International Bible Baptist Academy,California Private
+16267954505,International Montessori Academy,California Private
+19093999222,International Montessori Preschool,California Private
+19093981077,International Montessori School,California Private
+18189942961,International School Of Los Angeles,California Private
+17147714710,International School Of Orange County,California Private
+14245270098,Intiwasi Elementary,California Private
+14154573135,Irene M. Hunt School,California Private
+16263561500,Irl - Westmoreland Academy,California Private
+17602573503,Ironwood Christian Academy,California Private
+19494786818,Irvine Hebrew Day School,California Private
+19497527217,Irvine Montessori School,California Private
+19496104641,Isea International,California Private
+13235963456,Islah Academy,California Private
+19516821202,Islamic Academy Of Riverside,California Private
+12139998838,Ivy Road School,California Private
+17148796091,Ivycrest Montessori Private School - Chapman,California Private
+19516019200,Jan Peterson Child Day Care Center,California Private
+18585717000,Japanese Academy Of San Diego,California Private
+18184569213,Jc Academy,California Private
+19497867392,Jenny Hart Early Education Center,California Private
+19164826060,Jesuit High School,California Private
+18188313000,Jets Yeshivah,California Private
+14156945772,Jewish Community High School Of The Bay,California Private
+12093682800,Jim Elliot Christian High School,California Private
+19095963173,Joan Macy School Dba Renaissance Community Prep,California Private
+13104762811,John Thomas Dye School,California Private
+17076349942,Journey Academy,California Private
+13109227898,Journey Of Faith Christian School,California Private
+18187604345,Joyces Toluca Lake Preschool & Kindergarten,California Private
+15628634175,Joyland Preschool,California Private
+19494939307,Jserra Catholic High School,California Private
+16503458207,Jserra Catholic High School,California Private
+16267321500,Jubilee Christian School,California Private
+15106326000,Julia Morgan School For Girls,California Private
+13238746032,Just Like Moms Preschool & Kindergarten,California Private
+17072550950,Justin-Siena,California Private
+18183460849,Kadima Day School,California Private
+14155254035,Kahlon Family Services School,California Private
+14157510177,Katherine Delmar Burke School,California Private
+14158210130,Katherine Michiels School,California Private
+15107979945,Keen Learners Montessori School,California Private
+16502139600,Kehillah Jewish High School,California Private
+15598467200,Kerman Christian School,California Private
+12133216017,Key'S Wonderland School,California Private
+16503281711,Keys Family Day School,California Private
+16504890071,Khan Lab School,California Private
+19095955437,Kid Junction,California Private
+15626300400,Kid Town Usa Preschool-Montessori Academy,California Private
+19096215112,Kiddie Academy,California Private
+19098227700,Kiddie Academy Of Fontana,California Private
+11661644439,Kiddie Academy Of Murrieta,California Private
+13106772997,Kids Castle Child Care Center,California Private
+16503767073,Kids Connection Elementary,California Private
+19097089205,Kids Discovery World,California Private
+17605985437,Kids Town Montessori School,California Private
+13236634703,"Kids World School, Inc.",California Private
+18182166718,Kidsville Usa,California Private
+15306736987,Kidz Time Preschool,California Private
+13239335437,Kinder Kids Christian Preschool,California Private
+15307391161,Kinder Kids Montessori,California Private
+19495516808,Kindercare Learning Cener,California Private
+19095810944,Kindercare Learning Center,California Private
+19097974713,Kindercare Learning Center,California Private
+14082453276,Kindercare Learning Center,California Private
+15629248718,Kindercare Learning Center,California Private
+19095990597,Kindercare Learning Center,California Private
+14082630444,Kindercare Learning Center,California Private
+19257788888,Kindercare Learning Center #1039,California Private
+18585500097,Kinderhouse Montessori School,California Private
+19493466010,Kinderland Academy,California Private
+16194794007,Kinderland Montessori,California Private
+17145302152,King Of Kings Lutheran,California Private
+19517775675,Kingdom Generation School,California Private
+17607381737,Kings Academy,California Private
+15599248301,Kings Christian School,California Private
+19254539940,Kings Classical Academy,California Private
+15598993171,Kings Corner,California Private
+19256872020,Kings Valley Christian School,California Private
+14085597500,Kinship Academy,California Private
+18183441242,Kirk O' The Valley School,California Private
+15628624251,Kirkwood Christian Schools,California Private
+14157508390,Kittredge School,California Private
+19253578080,Kla Schools Of Walnut Creek,California Private
+19496615437,Kle Montessori,California Private
+13234221590,Knowledge & Wisdom Education Foundation,California Private
+13102808880,Koguma Youchien,California Private
+17072621522,Konocti Christian Academy,California Private
+19169002846,Korean School Of Sacramento,California Private
+17609544169,Kraft Kids School,California Private
+14155868686,Kzv Armenian School,California Private
+15624755039,L'Heritage Francais,California Private
+17604362797,La Costa Valley Preschool & Kindergarten,California Private
+18182495437,La Crescenta Montessori School,California Private
+18584533440,La Jolla Country Day School,California Private
+18584564569,La Jolla Learning Works,California Private
+18584541811,La Jolla Village Montessori School,California Private
+19519261600,La Petite Academy,California Private
+19166844222,La Petite Academy,California Private
+16505201560,La Petite Montessori School Llc,California Private
+18057366210,La Purisima Concepcion School,California Private
+17146335411,La Purisima School,California Private
+17605649195,La Quinta Christian Fellowship,California Private
+18054946494,La Reina High School,California Private
+17172018316,La Road Christian School,California Private
+16266964309,La Salle College Preparatory,California Private
+14155589006,La Scuola International School,California Private
+14155510000,La Scuola International School-Mission Campus,California Private
+13103370830,Ladera Heights Prep Development Center,California Private
+18052445504,Laguna Blanca School,California Private
+19494953428,Laguna Niguel Jr Academy,California Private
+15305964100,Lake Almanor Christian School,California Private
+19093373739,Lake Arrowhead Christian School,California Private
+19499512862,Lake Forest Montessori School,California Private
+15305838665,Lake Tahoe Preparatory School,California Private
+15624253358,Lakewood Christian Schools,California Private
+14157543889,Lambo Academy International,California Private
+16619464668,Lancaster Baptist School,California Private
+19094689299,Landmark Christian Preschool,California Private
+15308405565,Lassen View Christian School,California Private
+16196776512,Lat Online School,California Private
+18187635434,Laurel Hall School,California Private
+18187824001,Laurence School,California Private
+13108363464,Le Lycee Francais De Los Angeles,California Private
+18582771514,Le Lycee Francais De San Diego,California Private
+15108611947,Lea'S Christian School,California Private
+13103441681,Lead Bound Academy,California Private
+19252471000,Learn & Play Montessori Danville Inc,California Private
+15105730071,Learn And Play Montessori Irvington Inc.,California Private
+16199380933,Learning Academy,California Private
+14085597284,Learning Pathways Kindergarten,California Private
+14089799769,Learning Springs Academy,California Private
+19096127668,Learning Tree Walnut Education Center,California Private
+12097528495,Legacy Christian Academy,California Private
+16612577377,Legacy Christian Academy,California Private
+14082225597,Legacy Christian School,California Private
+15305372401,Legacy Christian School,California Private
+18586799949,Legacy Montessori School,California Private
+14088650366,Legend College Preparatory,California Private
+18587553232,Leport Montessori,California Private
+19495259998,Leport Montessori Irvine Mandarin,California Private
+19498338474,Leport Montessori Irvine Westpark,California Private
+19495519020,Leport Montessori Irvine Woodbridge,California Private
+19494273969,Leport Montessori School,California Private
+19495259922,Leport School Spectrum South,California Private
+17143776035,Leport Schools - Huntington Beach,California Private
+16263988199,Levon & Hasmig Tavlian Armenian Preschool & Kdgn,California Private
+17608806179,Libereco,California Private
+14082745613,Liberty Baptist School,California Private
+19099043890,Liberty Christian Academy,California Private
+17148425992,Liberty Christian School,California Private
+15302222232,Liberty Christian School Redding,California Private
+16615650448,Lifehouse Christian Academy,California Private
+19258467220,Lighthouse Baptist School,California Private
+13108282522,Lighthouse Christian Academy,California Private
+13108292522,Lighthouse Church School,California Private
+16262829736,Lily'S Garden Preschool And Kindergarten,California Private
+19495896440,Limai Montessori Academy,California Private
+17146900112,Limai Montessori Academy - Buena Park,California Private
+18056472220,Linda Vista Adventist Elementary School,California Private
+19259431609,Lindamood-Bell Learning Processes Walnut Creek,California Private
+19494261493,Little Acorn Montessori Academy,California Private
+18187791099,Little Acorns Grow,California Private
+18189537277,Little Angels Academy Burbank,California Private
+19094790660,Little Explorers Academy,California Private
+15107931696,Little Flowers Montessori,California Private
+15599369592,Little Lambs Lutheran Ps,California Private
+17143496933,Little Light Preschool,California Private
+16615882227,Little Red School House,California Private
+18005151443,Little Scholars Academy,California Private
+17146348118,Little Scholars Academy Of California,California Private
+13108046772,Little Scholars Montessori,California Private
+14087796788,Little Sonshine School House,California Private
+18187729320,Little Treehouse Academy,California Private
+13236461963,Littlet Citizen Westside Acd,California Private
+14158618840,Live Oak School,California Private
+15308788720,Live Oak Waldorf School,California Private
+19253446144,Livermore Valley Academy,California Private
+16506461066,Living Widsom High School,California Private
+16504628150,Living Wisdom School Of Palo Alto,California Private
+12093682781,Lodi Academy,California Private
+18057357807,Lompoc Valley Baptist School,California Private
+19167786540,Loomis Gateway Academy,California Private
+16509483738,Los Altos Christian School,California Private
+15624306983,Los Altos Grace School,California Private
+13237438818,Los Angeles Adventist Academy,California Private
+13239359274,Los Angeles Cheder / Bais Tzivia,California Private
+13233361995,Los Angeles Christian Academy,California Private
+13237352867,Los Angeles Christian School,California Private
+13237588801,Los Angeles Computer Science Academy,California Private
+18189901006,Los Encinos School,California Private
+19166165403,Lotus Child Montessori,California Private
+18183468812,Louisville High School,California Private
+16262792792,Love & Care Christian Preschool,California Private
+17148341966,Love 2 Learn Preschool & Kindergarten,California Private
+19255135678,Love For Learning,California Private
+19095972948,Loving Savior Of The Hills Lutheran School,California Private
+12136802976,Lumbini Child Development Center,California Private
+15622046538,Lutec,California Private
+16504372633,Lydian Academy,California Private
+15592013543,Maat University/Maat K12,California Private
+17078224027,Mad River Montessori,California Private
+18314247813,Madonna Del Sasso School,California Private
+16504404725,Main Street Scholars,California Private
+14086345437,Mandarin Academy,California Private
+14242969046,Mandela Children'S Learning Village,California Private
+13103741804,Manhattan Academy,California Private
+13104559700,Manzanita School And Institute,California Private
+15624248200,Maple Village Waldorf School,California Private
+15306790411,Maranatha Christian School,California Private
+18587959737,Maranatha Christian Schools,California Private
+16268174097,Maranatha High School,California Private
+19497331500,Mardan School,California Private
+19495825856,Marguerite Christian Pre School,California Private
+18582709350,Maria Montessori School,California Private
+13103279133,Maria Regina,California Private
+16167911255,Marianne Frostig Center Of Educational Therapy,California Private
+14154823213,Marin Academy,California Private
+14154644800,Marin Catholic High School,California Private
+14159275900,Marin Country Day School,California Private
+14153888408,Marin Horizon School,California Private
+14159245388,Marin Montessori School,California Private
+14154139048,Marin Primary & Middle School,California Private
+14154798719,Marin Waldorf School,California Private
+15624944641,Marina Montessori,California Private
+17144371700,Mariners Christian School,California Private
+14154728000,Mark Day School,California Private
+13239648423,Marlborough School,California Private
+14089888296,Martinson Child Development Center,California Private
+15599243424,Mary Immaculate Queen School,California Private
+13108310875,Mary Star Of The Sea Elementary,California Private
+13104721205,Marymount High School Los Angeles,California Private
+16194232121,Mater Dei Catholic H.S.,California Private
+17147288889,Math For The Gifted And Talented,California Private
+15594317446,Maverick Center For Dyslexia,California Private
+15108418489,Maybeck High School,California Private
+16262292106,Mayfield Junior School,California Private
+16267999121,Mayfield Senior School,California Private
+19494955162,Mcdowell School,California Private
+18188865831,Me'Raj Academy,California Private
+18185583602,Media Center Montessori Preschool/Kindergarten,California Private
+16267981171,Meher Montessori School,California Private
+13237240683,Meher Montessori School,California Private
+16504853589,Meira Academy,California Private
+16503302000,Menlo School,California Private
+15103453000,Mentoring Academy,California Private
+18189078149,Merdinian Armenian Evangelical School,California Private
+18314625655,Merit Academy,California Private
+14089459090,Merryhill School Milpitas Elementary,California Private
+19167830113,Merryhill School Roseville Elementary,California Private
+14082541282,Merryhill School San Jose Elementary,California Private
+13239374748,Mesivta Birkas Yitzchok,California Private
+18188760550,Mesivta Of Greater Los Angeles,California Private
+16503211991,Mid-Peninsula High School,California Private
+17079879147,Middletown Adventist School,California Private
+18056885114,Midland School Corporation,California Private
+19495530555,Milestones Montessori Of Irvine,California Private
+17149622620,Milestones Montessori Of Lake Forest,California Private
+15302659057,Milhous School Inc. - Gerber,California Private
+13104403573,Milken Community Middle School,California Private
+13104403500,Milken Community School,California Private
+14159928520,Millennium School Of San Francisco,California Private
+16506169000,Mills Montessori,California Private
+14089456530,Milpitas Christian School,California Private
+17145336273,Minaret Academy,California Private
+16509672783,Miramonte Christian School,California Private
+13104762868,Mirman School,California Private
+19492341385,Mission Basilica School,California Private
+18584575895,Mission Bay Montessori Academy,California Private
+18055432131,Mission College Prep Catholic High School,California Private
+14153469500,Mission Dolores Academy,California Private
+15104932189,Mission Hills Middle School,California Private
+15103178627,Mission Hills School,California Private
+19496438311,Mission Lutheran School,California Private
+14158058315,Mission Montessori,California Private
+19495823956,Mission Montessori,California Private
+19494651950,Mission Viejo Christian School,California Private
+17078261150,Mistwood Educational Center,California Private
+17074448100,Mistwood Montessori School,California Private
+12095295510,Modesto Christian School,California Private
+16263365958,Molokan Elementary School,California Private
+19492403344,Monarch Bay Montessori Academy,California Private
+14082634840,Monarch Christian Academy,California Private
+14082634842,Monarch Christian Schools,California Private
+12092456993,Monarch Montessori,California Private
+18056468184,Monica Ros School,California Private
+13237284119,Montebello Christian School,California Private
+19094894873,Montecito Baptist School,California Private
+18317281481,Monterey Bay Academy,California Private
+18318992060,Monterey Bay Christian School,California Private
+13238904545,Monterey Park Christian School,California Private
+17147765075,Montessori Academy,California Private
+18188419096,Montessori Academy,California Private
+16264472246,Montessori Academy Of Arcadia,California Private
+13104829591,Montessori Academy Of Culver City,California Private
+19099310511,Montessori Academy Of Upland,California Private
+13237950200,Montessori Academy Of West Adams,California Private
+16194221220,Montessori American School,California Private
+19496351220,Montessori At The Park,California Private
+17143775779,Montessori Child Development Center,California Private
+18587481727,Montessori Child Development Center,California Private
+19094283231,Montessori Child Development Center,California Private
+17607880910,Montessori Children'S Elementary,California Private
+15107824427,Montessori Children'S House Of Hayward,California Private
+15302220355,Montessori Children'S House Of Shady Oaks,California Private
+11323256221,Montessori Children'S World,California Private
+15624318880,Montessori Childrens House,California Private
+15104901727,Montessori Childrens House,California Private
+18055446691,Montessori Childrens School,California Private
+18314399625,Montessori Community School,California Private
+14154797373,Montessori De Terra Linda,California Private
+15109370786,Montessori Elementary & Middle School Of Tracy,California Private
+15107987429,Montessori Elementary School Of Alameda,California Private
+16194253300,Montessori Explorer Elementary,California Private
+17148973833,Montessori Greenhouse School,California Private
+16194212249,Montessori Hills Academy,California Private
